transaction_id,transaction_timestamp,transaction_type,merchant_category,amount,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,year,month,month_name,quarter,transaction_date
542,22-11-2024 06:54,P2M,Entertainment,725,SUCCESS,46-55,18-25,Andhra Pradesh,Yes Bank,Yes Bank,iOS,4G,0,2024,11,November,Q4,22-11-2024
543,02-04-2024 17:13,P2M,Shopping,811,SUCCESS,36-45,26-35,Rajasthan,HDFC,ICICI,Android,4G,0,2024,4,April,Q2,02-04-2024
544,04-09-2024 14:39,P2M,Fuel,3673,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,ICICI,Android,4G,0,2024,9,September,Q3,04-09-2024
545,24-06-2024 16:21,P2P,Other,376,SUCCESS,36-45,56+,Rajasthan,SBI,Yes Bank,Android,WiFi,0,2024,6,June,Q2,24-06-2024
546,24-02-2024 18:55,P2P,Food,453,SUCCESS,26-35,26-35,West Bengal,IndusInd,Kotak,Android,WiFi,0,2024,2,February,Q1,24-02-2024
547,29-03-2024 18:31,P2M,Shopping,5220,SUCCESS,18-25,36-45,West Bengal,SBI,Kotak,Android,5G,0,2024,3,March,Q1,29-03-2024
548,14-12-2024 09:45,P2P,Grocery,316,FAILED,18-25,36-45,Maharashtra,SBI,ICICI,iOS,5G,0,2024,12,December,Q4,14-12-2024
549,06-08-2024 17:35,Recharge,Entertainment,705,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,ICICI,Android,4G,0,2024,8,August,Q3,06-08-2024
550,30-12-2024 20:38,P2P,Food,378,SUCCESS,26-35,36-45,Uttar Pradesh,ICICI,ICICI,Android,4G,0,2024,12,December,Q4,30-12-2024
551,12-11-2024 17:59,P2P,Fuel,2170,SUCCESS,18-25,46-55,Andhra Pradesh,HDFC,HDFC,Android,4G,0,2024,11,November,Q4,12-11-2024
552,20-12-2024 20:56,P2M,Food,496,SUCCESS,36-45,56+,Delhi,SBI,HDFC,Android,5G,0,2024,12,December,Q4,20-12-2024
553,10-06-2024 18:03,P2M,Shopping,8360,SUCCESS,18-25,26-35,Telangana,HDFC,IndusInd,Android,4G,0,2024,6,June,Q2,10-06-2024
554,20-10-2024 18:51,P2M,Food,228,SUCCESS,36-45,18-25,Delhi,Yes Bank,PNB,Android,4G,0,2024,10,October,Q4,20-10-2024
555,01-02-2024 20:45,P2P,Grocery,465,SUCCESS,36-45,56+,Rajasthan,Yes Bank,ICICI,Android,WiFi,0,2024,2,February,Q1,01-02-2024
556,23-04-2024 13:40,P2P,Utilities,4885,SUCCESS,18-25,18-25,Tamil Nadu,SBI,Yes Bank,iOS,5G,0,2024,4,April,Q2,23-04-2024
557,30-03-2024 20:52,P2M,Fuel,564,SUCCESS,26-35,18-25,Karnataka,IndusInd,SBI,Android,WiFi,0,2024,3,March,Q1,30-03-2024
558,28-01-2024 21:23,P2M,Shopping,3336,SUCCESS,36-45,56+,Maharashtra,HDFC,IndusInd,Android,WiFi,0,2024,1,January,Q1,28-01-2024
559,18-12-2024 16:11,P2M,Utilities,2020,SUCCESS,18-25,36-45,Rajasthan,IndusInd,PNB,Android,4G,0,2024,12,December,Q4,18-12-2024
560,16-07-2024 19:42,P2P,Grocery,231,SUCCESS,18-25,26-35,Karnataka,SBI,Kotak,iOS,4G,0,2024,7,July,Q3,16-07-2024
561,15-10-2024 21:51,P2P,Shopping,1043,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,ICICI,Android,4G,0,2024,10,October,Q4,15-10-2024
562,03-01-2024 12:48,P2M,Utilities,3858,SUCCESS,18-25,26-35,Telangana,Yes Bank,SBI,Android,4G,0,2024,1,January,Q1,03-01-2024
563,02-08-2024 12:47,Bill Payment,Shopping,1519,SUCCESS,36-45,26-35,Rajasthan,SBI,Kotak,iOS,4G,0,2024,8,August,Q3,02-08-2024
564,06-10-2024 22:23,P2P,Grocery,502,SUCCESS,18-25,26-35,Delhi,Axis,SBI,Android,4G,0,2024,10,October,Q4,06-10-2024
565,29-12-2024 22:21,P2M,Shopping,3927,SUCCESS,18-25,18-25,Karnataka,HDFC,Axis,Android,4G,0,2024,12,December,Q4,29-12-2024
566,24-08-2024 09:05,P2M,Grocery,3803,SUCCESS,36-45,36-45,Andhra Pradesh,Yes Bank,PNB,iOS,3G,0,2024,8,August,Q3,24-08-2024
567,07-10-2024 04:53,P2P,Grocery,2533,SUCCESS,56+,36-45,Rajasthan,Yes Bank,Kotak,Android,3G,0,2024,10,October,Q4,07-10-2024
568,01-03-2024 19:06,Bill Payment,Utilities,6857,SUCCESS,26-35,36-45,West Bengal,Axis,Kotak,Android,4G,0,2024,3,March,Q1,01-03-2024
569,07-08-2024 15:10,P2M,Utilities,645,SUCCESS,26-35,18-25,Tamil Nadu,HDFC,PNB,Web,4G,0,2024,8,August,Q3,07-08-2024
570,28-05-2024 09:51,P2P,Shopping,4394,SUCCESS,36-45,18-25,Karnataka,SBI,HDFC,Android,4G,0,2024,5,May,Q2,28-05-2024
571,01-03-2024 20:59,P2M,Grocery,93,SUCCESS,18-25,18-25,Uttar Pradesh,IndusInd,Axis,Android,4G,0,2024,3,March,Q1,01-03-2024
572,17-03-2024 18:28,Bill Payment,Transport,191,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,PNB,Android,4G,0,2024,3,March,Q1,17-03-2024
573,26-06-2024 11:38,Bill Payment,Food,668,SUCCESS,18-25,36-45,West Bengal,IndusInd,Kotak,iOS,4G,0,2024,6,June,Q2,26-06-2024
574,10-11-2024 12:45,P2M,Entertainment,88,SUCCESS,46-55,18-25,Andhra Pradesh,SBI,IndusInd,Android,4G,0,2024,11,November,Q4,10-11-2024
575,29-04-2024 16:01,P2M,Shopping,1371,SUCCESS,26-35,18-25,West Bengal,SBI,SBI,Android,4G,0,2024,4,April,Q2,29-04-2024
576,05-09-2024 14:59,P2M,Healthcare,214,SUCCESS,18-25,26-35,Rajasthan,SBI,SBI,Android,4G,0,2024,9,September,Q3,05-09-2024
577,29-07-2024 10:55,P2P,Shopping,776,SUCCESS,56+,26-35,Uttar Pradesh,ICICI,PNB,Android,5G,0,2024,7,July,Q3,29-07-2024
578,04-04-2024 13:43,P2M,Utilities,3101,SUCCESS,36-45,36-45,Telangana,SBI,SBI,Android,4G,0,2024,4,April,Q2,04-04-2024
579,29-04-2024 21:19,P2M,Transport,655,SUCCESS,26-35,18-25,Tamil Nadu,SBI,IndusInd,iOS,4G,0,2024,4,April,Q2,29-04-2024
580,21-07-2024 13:00,P2P,Utilities,2332,SUCCESS,36-45,18-25,Maharashtra,Axis,ICICI,Android,4G,0,2024,7,July,Q3,21-07-2024
581,18-08-2024 14:20,Bill Payment,Grocery,1287,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,Web,4G,0,2024,8,August,Q3,18-08-2024
582,25-10-2024 21:53,P2P,Shopping,869,SUCCESS,26-35,26-35,Uttar Pradesh,Axis,Kotak,iOS,5G,0,2024,10,October,Q4,25-10-2024
583,26-11-2024 21:06,P2M,Utilities,325,SUCCESS,18-25,36-45,West Bengal,Kotak,SBI,iOS,4G,0,2024,11,November,Q4,26-11-2024
584,02-11-2024 07:39,P2P,Fuel,653,SUCCESS,36-45,26-35,Delhi,ICICI,IndusInd,Web,5G,0,2024,11,November,Q4,02-11-2024
585,15-09-2024 08:12,P2M,Shopping,5196,SUCCESS,36-45,26-35,Maharashtra,PNB,SBI,iOS,WiFi,0,2024,9,September,Q3,15-09-2024
586,04-10-2024 19:37,P2P,Entertainment,766,SUCCESS,26-35,36-45,Andhra Pradesh,HDFC,Kotak,Android,4G,0,2024,10,October,Q4,04-10-2024
587,04-12-2024 17:24,Bill Payment,Grocery,1006,SUCCESS,18-25,18-25,West Bengal,SBI,HDFC,Android,4G,0,2024,12,December,Q4,04-12-2024
588,13-11-2024 19:13,P2P,Transport,126,FAILED,26-35,26-35,Rajasthan,HDFC,PNB,Android,5G,0,2024,11,November,Q4,13-11-2024
589,13-12-2024 17:38,P2P,Grocery,1944,SUCCESS,36-45,26-35,Gujarat,Axis,PNB,Android,5G,0,2024,12,December,Q4,13-12-2024
590,03-09-2024 14:50,P2M,Grocery,1623,SUCCESS,18-25,18-25,Gujarat,Yes Bank,Axis,Android,4G,0,2024,9,September,Q3,03-09-2024
591,20-05-2024 23:23,P2P,Food,113,SUCCESS,26-35,26-35,Delhi,IndusInd,ICICI,Android,4G,0,2024,5,May,Q2,20-05-2024
592,04-07-2024 12:45,P2M,Grocery,914,SUCCESS,36-45,36-45,Rajasthan,PNB,Kotak,Android,5G,0,2024,7,July,Q3,04-07-2024
593,27-08-2024 12:30,P2M,Utilities,629,SUCCESS,18-25,18-25,Tamil Nadu,IndusInd,HDFC,Android,4G,0,2024,8,August,Q3,27-08-2024
594,13-03-2024 12:57,P2P,Other,646,SUCCESS,46-55,18-25,Delhi,ICICI,SBI,iOS,5G,0,2024,3,March,Q1,13-03-2024
595,27-01-2024 16:26,P2P,Shopping,679,SUCCESS,26-35,36-45,Gujarat,Kotak,ICICI,iOS,4G,0,2024,1,January,Q1,27-01-2024
596,03-11-2024 18:06,P2P,Food,460,SUCCESS,26-35,36-45,Maharashtra,Axis,ICICI,Android,3G,0,2024,11,November,Q4,03-11-2024
597,12-01-2024 21:52,P2P,Utilities,2673,SUCCESS,26-35,36-45,Maharashtra,HDFC,Axis,Android,4G,0,2024,1,January,Q1,12-01-2024
598,22-11-2024 11:55,P2P,Grocery,389,SUCCESS,36-45,18-25,Gujarat,ICICI,HDFC,Android,3G,0,2024,11,November,Q4,22-11-2024
599,25-10-2024 04:31,P2P,Grocery,654,SUCCESS,18-25,26-35,Maharashtra,Yes Bank,IndusInd,Android,4G,0,2024,10,October,Q4,25-10-2024
600,17-09-2024 17:18,P2P,Entertainment,448,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,Kotak,iOS,5G,0,2024,9,September,Q3,17-09-2024
601,27-02-2024 16:08,P2M,Other,510,SUCCESS,36-45,56+,Maharashtra,Axis,HDFC,iOS,WiFi,0,2024,2,February,Q1,27-02-2024
602,07-11-2024 20:10,P2M,Grocery,303,SUCCESS,18-25,18-25,Telangana,Kotak,SBI,Android,4G,0,2024,11,November,Q4,07-11-2024
603,26-03-2024 22:24,P2P,Grocery,1406,SUCCESS,36-45,26-35,Karnataka,PNB,Kotak,Android,4G,0,2024,3,March,Q1,26-03-2024
604,17-10-2024 19:17,P2P,Healthcare,873,SUCCESS,26-35,26-35,Gujarat,SBI,PNB,iOS,3G,0,2024,10,October,Q4,17-10-2024
605,20-03-2024 16:19,P2P,Entertainment,1094,SUCCESS,26-35,18-25,Karnataka,IndusInd,IndusInd,iOS,3G,0,2024,3,March,Q1,20-03-2024
606,11-06-2024 18:24,Bill Payment,Other,2596,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,SBI,iOS,5G,0,2024,6,June,Q2,11-06-2024
607,26-06-2024 15:11,P2M,Grocery,661,SUCCESS,26-35,18-25,Gujarat,Axis,SBI,Android,4G,0,2024,6,June,Q2,26-06-2024
608,24-05-2024 16:20,P2M,Entertainment,671,SUCCESS,26-35,18-25,West Bengal,Axis,Kotak,Web,4G,0,2024,5,May,Q2,24-05-2024
609,15-05-2024 16:04,P2P,Food,107,SUCCESS,26-35,26-35,Gujarat,Axis,HDFC,Android,WiFi,0,2024,5,May,Q2,15-05-2024
610,29-03-2024 21:52,Bill Payment,Healthcare,1688,SUCCESS,56+,26-35,Karnataka,HDFC,SBI,Android,WiFi,0,2024,3,March,Q1,29-03-2024
611,06-09-2024 19:09,P2P,Entertainment,196,SUCCESS,46-55,26-35,Karnataka,IndusInd,IndusInd,Android,4G,0,2024,9,September,Q3,06-09-2024
612,11-10-2024 12:40,Bill Payment,Food,408,SUCCESS,36-45,18-25,Maharashtra,Axis,SBI,Android,4G,0,2024,10,October,Q4,11-10-2024
613,10-06-2024 13:59,P2M,Transport,401,SUCCESS,56+,26-35,Andhra Pradesh,IndusInd,ICICI,iOS,3G,0,2024,6,June,Q2,10-06-2024
614,16-10-2024 12:31,P2M,Grocery,208,SUCCESS,18-25,36-45,Uttar Pradesh,HDFC,SBI,iOS,WiFi,0,2024,10,October,Q4,16-10-2024
615,12-02-2024 18:46,P2P,Transport,1496,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,SBI,Android,4G,0,2024,2,February,Q1,12-02-2024
616,13-12-2024 16:21,Recharge,Shopping,331,SUCCESS,18-25,26-35,Tamil Nadu,SBI,Axis,iOS,4G,0,2024,12,December,Q4,13-12-2024
617,11-09-2024 09:02,P2P,Grocery,301,SUCCESS,26-35,26-35,Telangana,SBI,ICICI,Android,4G,0,2024,9,September,Q3,11-09-2024
618,04-09-2024 12:54,P2P,Food,70,SUCCESS,36-45,26-35,Maharashtra,HDFC,IndusInd,iOS,4G,0,2024,9,September,Q3,04-09-2024
619,11-03-2024 22:44,P2P,Other,581,SUCCESS,18-25,26-35,Telangana,ICICI,PNB,Android,4G,0,2024,3,March,Q1,11-03-2024
620,21-05-2024 23:50,P2P,Education,7282,SUCCESS,18-25,46-55,Uttar Pradesh,SBI,ICICI,Android,4G,0,2024,5,May,Q2,21-05-2024
621,21-11-2024 12:33,P2P,Grocery,1228,SUCCESS,18-25,46-55,Maharashtra,SBI,ICICI,Web,4G,0,2024,11,November,Q4,21-11-2024
622,05-10-2024 14:48,P2M,Grocery,948,SUCCESS,18-25,26-35,Tamil Nadu,Kotak,SBI,Android,WiFi,0,2024,10,October,Q4,05-10-2024
623,30-11-2024 12:36,P2P,Utilities,1097,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,SBI,Android,4G,0,2024,11,November,Q4,30-11-2024
624,23-05-2024 18:19,P2M,Transport,597,SUCCESS,26-35,46-55,Telangana,ICICI,Yes Bank,Android,4G,0,2024,5,May,Q2,23-05-2024
625,30-10-2024 15:42,P2M,Fuel,419,SUCCESS,18-25,46-55,Delhi,IndusInd,Kotak,iOS,4G,0,2024,10,October,Q4,30-10-2024
626,12-07-2024 17:20,P2P,Transport,151,SUCCESS,46-55,26-35,Uttar Pradesh,ICICI,IndusInd,Android,4G,0,2024,7,July,Q3,12-07-2024
627,27-01-2024 20:33,P2M,Food,327,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,Android,WiFi,0,2024,1,January,Q1,27-01-2024
628,21-05-2024 10:17,P2M,Food,68,SUCCESS,26-35,26-35,Karnataka,Yes Bank,HDFC,Android,4G,0,2024,5,May,Q2,21-05-2024
629,04-06-2024 21:10,P2M,Utilities,5176,SUCCESS,36-45,18-25,Gujarat,Kotak,PNB,Android,4G,0,2024,6,June,Q2,04-06-2024
630,02-08-2024 18:24,P2M,Fuel,1172,SUCCESS,56+,56+,Telangana,Axis,Yes Bank,Android,4G,0,2024,8,August,Q3,02-08-2024
631,25-03-2024 19:45,P2P,Shopping,244,SUCCESS,46-55,18-25,Rajasthan,IndusInd,PNB,Android,3G,0,2024,3,March,Q1,25-03-2024
632,28-06-2024 05:25,P2M,Entertainment,215,SUCCESS,36-45,46-55,West Bengal,SBI,HDFC,Android,4G,0,2024,6,June,Q2,28-06-2024
633,20-10-2024 13:13,Bill Payment,Fuel,349,SUCCESS,18-25,36-45,Gujarat,IndusInd,IndusInd,Android,5G,0,2024,10,October,Q4,20-10-2024
634,08-02-2024 18:15,P2P,Grocery,197,FAILED,18-25,36-45,Karnataka,IndusInd,SBI,Android,WiFi,0,2024,2,February,Q1,08-02-2024
635,27-10-2024 05:55,P2M,Food,1107,SUCCESS,26-35,18-25,Gujarat,Axis,IndusInd,Android,4G,0,2024,10,October,Q4,27-10-2024
636,09-06-2024 09:30,P2P,Food,135,SUCCESS,18-25,36-45,Gujarat,SBI,SBI,Android,WiFi,0,2024,6,June,Q2,09-06-2024
637,28-07-2024 13:10,Bill Payment,Utilities,2362,SUCCESS,26-35,26-35,Tamil Nadu,ICICI,Kotak,Android,4G,0,2024,7,July,Q3,28-07-2024
638,27-05-2024 00:11,P2P,Shopping,422,SUCCESS,18-25,26-35,Maharashtra,IndusInd,Kotak,Android,4G,0,2024,5,May,Q2,27-05-2024
639,26-11-2024 11:56,P2P,Grocery,3084,SUCCESS,26-35,18-25,Telangana,Yes Bank,SBI,Web,4G,0,2024,11,November,Q4,26-11-2024
640,24-07-2024 10:13,P2P,Entertainment,1001,SUCCESS,18-25,56+,Uttar Pradesh,ICICI,SBI,Android,4G,0,2024,7,July,Q3,24-07-2024
641,06-08-2024 20:01,P2P,Transport,98,SUCCESS,26-35,18-25,Andhra Pradesh,ICICI,ICICI,Android,4G,0,2024,8,August,Q3,06-08-2024
642,15-04-2024 18:03,Bill Payment,Education,14968,SUCCESS,26-35,36-45,Maharashtra,Kotak,SBI,Web,3G,0,2024,4,April,Q2,15-04-2024
643,30-10-2024 18:25,P2P,Food,135,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,SBI,Web,5G,0,2024,10,October,Q4,30-10-2024
644,28-12-2024 20:30,P2M,Transport,287,SUCCESS,46-55,26-35,Andhra Pradesh,SBI,SBI,Android,3G,0,2024,12,December,Q4,28-12-2024
645,11-04-2024 17:42,P2M,Fuel,607,SUCCESS,18-25,18-25,Rajasthan,HDFC,SBI,Android,3G,0,2024,4,April,Q2,11-04-2024
646,20-03-2024 14:33,P2P,Grocery,892,SUCCESS,36-45,36-45,Tamil Nadu,HDFC,SBI,iOS,4G,0,2024,3,March,Q1,20-03-2024
647,28-07-2024 20:32,P2P,Grocery,304,SUCCESS,56+,26-35,Delhi,PNB,ICICI,Android,3G,0,2024,7,July,Q3,28-07-2024
648,09-06-2024 16:54,P2P,Grocery,584,SUCCESS,18-25,36-45,Telangana,SBI,Axis,Android,4G,0,2024,6,June,Q2,09-06-2024
649,23-08-2024 22:30,P2M,Transport,635,SUCCESS,18-25,26-35,Telangana,ICICI,Yes Bank,Android,5G,0,2024,8,August,Q3,23-08-2024
650,20-11-2024 16:25,P2P,Education,2093,SUCCESS,18-25,26-35,Delhi,SBI,Axis,Web,4G,0,2024,11,November,Q4,20-11-2024
651,25-11-2024 21:16,P2P,Shopping,181,SUCCESS,18-25,26-35,West Bengal,HDFC,HDFC,iOS,4G,0,2024,11,November,Q4,25-11-2024
652,25-06-2024 20:46,P2P,Shopping,758,SUCCESS,26-35,18-25,West Bengal,SBI,SBI,Web,5G,0,2024,6,June,Q2,25-06-2024
653,22-09-2024 09:50,P2M,Food,452,SUCCESS,18-25,26-35,Delhi,IndusInd,SBI,Android,WiFi,0,2024,9,September,Q3,22-09-2024
654,05-05-2024 16:59,P2P,Fuel,454,SUCCESS,18-25,18-25,Delhi,HDFC,IndusInd,Android,3G,0,2024,5,May,Q2,05-05-2024
655,24-08-2024 10:07,Recharge,Grocery,191,SUCCESS,36-45,46-55,Tamil Nadu,HDFC,PNB,Android,5G,0,2024,8,August,Q3,24-08-2024
656,16-12-2024 13:17,P2P,Healthcare,545,SUCCESS,46-55,46-55,Telangana,SBI,HDFC,Android,5G,0,2024,12,December,Q4,16-12-2024
657,29-07-2024 19:50,P2M,Grocery,2036,SUCCESS,26-35,26-35,Rajasthan,Axis,SBI,Android,4G,0,2024,7,July,Q3,29-07-2024
658,12-10-2024 13:52,P2P,Food,471,SUCCESS,26-35,36-45,Delhi,ICICI,IndusInd,Android,4G,0,2024,10,October,Q4,12-10-2024
659,27-06-2024 05:42,P2M,Shopping,358,SUCCESS,18-25,26-35,Delhi,ICICI,Kotak,Web,4G,0,2024,6,June,Q2,27-06-2024
660,12-07-2024 16:58,P2P,Education,1222,FAILED,46-55,36-45,Uttar Pradesh,IndusInd,PNB,Android,5G,0,2024,7,July,Q3,12-07-2024
661,13-06-2024 11:05,P2M,Transport,105,SUCCESS,26-35,36-45,Karnataka,Axis,SBI,Android,4G,0,2024,6,June,Q2,13-06-2024
662,15-01-2024 15:04,P2M,Food,166,SUCCESS,26-35,26-35,Delhi,IndusInd,Axis,Android,4G,0,2024,1,January,Q1,15-01-2024
663,11-02-2024 17:41,P2P,Shopping,1536,SUCCESS,26-35,56+,Delhi,IndusInd,SBI,Android,4G,0,2024,2,February,Q1,11-02-2024
664,05-10-2024 19:30,P2M,Education,20396,SUCCESS,26-35,46-55,Andhra Pradesh,SBI,Kotak,iOS,4G,0,2024,10,October,Q4,05-10-2024
665,04-10-2024 21:17,P2P,Other,165,FAILED,36-45,36-45,Telangana,Yes Bank,HDFC,Android,4G,0,2024,10,October,Q4,04-10-2024
666,03-09-2024 21:59,P2M,Education,7115,FAILED,36-45,26-35,West Bengal,HDFC,IndusInd,Android,WiFi,0,2024,9,September,Q3,03-09-2024
667,16-03-2024 21:22,P2M,Shopping,792,SUCCESS,18-25,26-35,Karnataka,SBI,Yes Bank,Web,4G,0,2024,3,March,Q1,16-03-2024
668,02-08-2024 18:22,P2P,Grocery,1568,SUCCESS,56+,26-35,Tamil Nadu,ICICI,SBI,Android,4G,0,2024,8,August,Q3,02-08-2024
669,29-08-2024 23:01,Bill Payment,Healthcare,477,SUCCESS,26-35,46-55,Andhra Pradesh,SBI,IndusInd,Android,5G,0,2024,8,August,Q3,29-08-2024
670,27-08-2024 20:25,P2P,Other,261,SUCCESS,18-25,36-45,Maharashtra,Axis,HDFC,Android,WiFi,0,2024,8,August,Q3,27-08-2024
671,08-08-2024 17:00,Bill Payment,Shopping,791,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,SBI,Android,4G,0,2024,8,August,Q3,08-08-2024
672,08-01-2024 19:32,P2M,Food,74,SUCCESS,26-35,18-25,West Bengal,HDFC,ICICI,Android,4G,0,2024,1,January,Q1,08-01-2024
673,07-10-2024 21:11,P2P,Grocery,1023,SUCCESS,26-35,46-55,Gujarat,ICICI,Axis,Android,4G,0,2024,10,October,Q4,07-10-2024
674,16-12-2024 21:26,P2M,Grocery,588,SUCCESS,18-25,26-35,Rajasthan,PNB,PNB,Android,4G,0,2024,12,December,Q4,16-12-2024
675,22-11-2024 11:31,P2M,Utilities,3195,SUCCESS,18-25,26-35,West Bengal,ICICI,Axis,Android,WiFi,0,2024,11,November,Q4,22-11-2024
676,06-01-2024 14:24,Recharge,Entertainment,436,SUCCESS,36-45,46-55,Karnataka,ICICI,Axis,Android,4G,0,2024,1,January,Q1,06-01-2024
677,05-06-2024 14:35,P2P,Other,497,SUCCESS,46-55,46-55,Karnataka,IndusInd,Axis,iOS,4G,0,2024,6,June,Q2,05-06-2024
678,09-03-2024 08:40,P2P,Other,416,FAILED,36-45,18-25,Rajasthan,HDFC,Axis,Android,WiFi,0,2024,3,March,Q1,09-03-2024
679,31-08-2024 08:01,Bill Payment,Shopping,432,SUCCESS,18-25,18-25,Delhi,PNB,Yes Bank,Android,5G,0,2024,8,August,Q3,31-08-2024
680,01-09-2024 15:07,Bill Payment,Fuel,557,SUCCESS,36-45,46-55,Gujarat,SBI,Yes Bank,iOS,4G,0,2024,9,September,Q3,01-09-2024
681,08-04-2024 16:58,P2M,Fuel,824,SUCCESS,26-35,26-35,Andhra Pradesh,Yes Bank,SBI,Android,4G,0,2024,4,April,Q2,08-04-2024
682,14-05-2024 17:31,P2M,Food,1347,SUCCESS,26-35,26-35,Maharashtra,Kotak,SBI,Android,3G,0,2024,5,May,Q2,14-05-2024
683,17-08-2024 17:52,P2M,Utilities,1423,SUCCESS,56+,18-25,Uttar Pradesh,HDFC,SBI,Android,3G,0,2024,8,August,Q3,17-08-2024
684,11-11-2024 20:35,P2M,Shopping,3969,FAILED,46-55,56+,Karnataka,SBI,SBI,iOS,5G,0,2024,11,November,Q4,11-11-2024
685,09-01-2024 10:41,P2P,Other,598,SUCCESS,26-35,36-45,Tamil Nadu,IndusInd,SBI,Android,4G,0,2024,1,January,Q1,09-01-2024
686,20-01-2024 21:38,P2M,Entertainment,237,SUCCESS,46-55,18-25,Karnataka,PNB,SBI,iOS,4G,0,2024,1,January,Q1,20-01-2024
687,11-11-2024 06:54,P2M,Shopping,1880,SUCCESS,36-45,36-45,Karnataka,IndusInd,SBI,Android,4G,0,2024,11,November,Q4,11-11-2024
688,08-04-2024 20:23,P2M,Fuel,516,SUCCESS,26-35,36-45,Gujarat,HDFC,SBI,Android,WiFi,0,2024,4,April,Q2,08-04-2024
689,25-10-2024 23:37,P2P,Food,164,SUCCESS,18-25,46-55,Telangana,PNB,Yes Bank,Android,4G,0,2024,10,October,Q4,25-10-2024
690,04-02-2024 18:09,P2M,Grocery,3200,SUCCESS,26-35,26-35,Maharashtra,SBI,Yes Bank,iOS,4G,0,2024,2,February,Q1,04-02-2024
691,27-06-2024 13:51,P2P,Education,1719,SUCCESS,36-45,18-25,Telangana,HDFC,SBI,Android,WiFi,0,2024,6,June,Q2,27-06-2024
692,11-03-2024 20:04,P2M,Other,203,SUCCESS,26-35,18-25,Rajasthan,SBI,Kotak,Android,WiFi,0,2024,3,March,Q1,11-03-2024
693,09-06-2024 16:07,Bill Payment,Fuel,2126,SUCCESS,26-35,26-35,Maharashtra,Axis,Yes Bank,Android,5G,0,2024,6,June,Q2,09-06-2024
694,13-09-2024 16:41,P2P,Fuel,1437,SUCCESS,36-45,26-35,Gujarat,ICICI,ICICI,iOS,WiFi,0,2024,9,September,Q3,13-09-2024
695,18-01-2024 12:12,P2P,Utilities,2228,SUCCESS,36-45,18-25,Telangana,SBI,Axis,Android,4G,0,2024,1,January,Q1,18-01-2024
696,10-01-2024 01:41,P2P,Education,1312,FAILED,36-45,18-25,Telangana,SBI,HDFC,Android,4G,0,2024,1,January,Q1,10-01-2024
697,04-01-2024 05:05,P2P,Utilities,5764,SUCCESS,18-25,26-35,Tamil Nadu,SBI,IndusInd,Android,4G,0,2024,1,January,Q1,04-01-2024
698,19-11-2024 10:09,Bill Payment,Grocery,3765,SUCCESS,26-35,18-25,Uttar Pradesh,ICICI,HDFC,iOS,5G,0,2024,11,November,Q4,19-11-2024
699,08-08-2024 21:59,P2M,Utilities,3122,SUCCESS,36-45,18-25,Maharashtra,SBI,PNB,Android,5G,0,2024,8,August,Q3,08-08-2024
700,29-09-2024 21:11,P2P,Shopping,440,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,IndusInd,iOS,4G,0,2024,9,September,Q3,29-09-2024
701,16-06-2024 23:19,P2P,Food,1070,SUCCESS,36-45,36-45,Telangana,IndusInd,IndusInd,Web,4G,0,2024,6,June,Q2,16-06-2024
702,28-06-2024 18:54,P2P,Healthcare,421,SUCCESS,18-25,26-35,Maharashtra,ICICI,IndusInd,Android,WiFi,0,2024,6,June,Q2,28-06-2024
703,18-04-2024 20:18,P2M,Grocery,2055,SUCCESS,26-35,36-45,West Bengal,PNB,ICICI,Android,5G,0,2024,4,April,Q2,18-04-2024
704,23-07-2024 18:27,P2P,Shopping,4081,SUCCESS,18-25,56+,Telangana,SBI,HDFC,iOS,4G,0,2024,7,July,Q3,23-07-2024
705,18-03-2024 15:52,P2M,Food,1659,SUCCESS,26-35,36-45,Maharashtra,SBI,Yes Bank,Android,4G,0,2024,3,March,Q1,18-03-2024
706,01-05-2024 18:23,P2P,Grocery,314,SUCCESS,46-55,26-35,Tamil Nadu,SBI,Kotak,Android,4G,0,2024,5,May,Q2,01-05-2024
707,29-04-2024 19:48,Bill Payment,Fuel,2962,SUCCESS,18-25,26-35,Karnataka,SBI,Yes Bank,Android,4G,0,2024,4,April,Q2,29-04-2024
708,25-12-2024 16:42,P2P,Grocery,197,SUCCESS,18-25,46-55,Maharashtra,ICICI,IndusInd,iOS,4G,0,2024,12,December,Q4,25-12-2024
709,11-04-2024 10:16,P2P,Transport,105,SUCCESS,36-45,26-35,Andhra Pradesh,Axis,PNB,Android,4G,0,2024,4,April,Q2,11-04-2024
